line_id,uom_name
12306,CARTON DE 1000
12316,PIECE
12342,CARTON DE 6
12445,CARTON DE 6
12446,CARTON DE 6
12447,CARTON DE 6
12448,CARTON DE 6
12449,CARTON DE 6
12488,CARTON DE 6
12529,CARTON DE 1000
12530,CARTON DE 1000
12539,PIECE
12545,CARTON DE 1000
12546,CARTON DE 1000
12558,CARTON DE 6
12574,CARTON DE 6
12575,CARTON DE 6
12576,CARTON DE 6
12596,PIECE
12598,CARTON DE 12 PACKS
12614,CARTON DE 24
12704,PIECE
12721,CARTON DE 1000
12722,CARTON DE 1000
12782,CARTON DE 6
12818,CARTON DE 12 PACKS
12840,CARTON DE 6
12841,CARTON DE 6
12848,CARTON DE 6
12878,PIECE
12959,CARTON DE 1000
13010,PIECE
13015,CARTON DE 6
13075,CARTON DE 6
13090,SACHET DE 5
13091,SACHET DE 5
13115,SACHET DE 5
13147,CARTON DE 25
13154,CARTON DE 1000
13159,CARTON DE 1000
13162,CARTON DE 1000
13165,CARTON DE 1000
13175,CARTON DE 6
13183,CARTON DE 6
13191,CARTON DE 6
13197,CARTON DE 6
13198,CARTON DE 6
13227,CARTON DE 500
13244,PIECE
13252,CARTON DE 1500
13396,CARTON DE 1000
13398,CARTON DE 1000
13400,CARTON DE 1000
13406,PIECE
13430,CARTON DE 6
13431,CARTON DE 6
13432,CARTON DE 6
13433,CARTON DE 6
13434,CARTON DE 6
13435,CARTON DE 6
13441,CARTON DE 6
13444,CARTON DE 6
13445,CARTON DE 6
13524,CARTON DE 25
13527,CARTON DE 6
13528,CARTON DE 6
13529,CARTON DE 6
13543,CARTON DE 1000
13545,CARTON DE 1000
13546,CARTON DE 1000
13551,CARTON DE 24
13555,CARTON DE 1500
13558,CARTON DE 6
13578,PIECE
13599,CARTON DE 1000
13600,CARTON DE 1000
13616,CARTON DE 6
13617,CARTON DE 6
13634,CARTON DE 500
13637,CARTON DE 1000
13640,CARTON DE 1000
13641,CARTON DE 1000
13672,CARTON DE 6
13685,PIECE
13709,PIECE
13723,CARTON DE 6
13729,PIECE
13734,PIECE
13790,CARTON DE 6
13810,CARTON DE 500
13821,PIECE
13822,CARTON DE 12 PACKS
13867,BOITE DE 30
13885,PIECE
13903,PIECE
13908,PIECE
13928,CARTON DE 6
13929,CARTON DE 6
13930,CARTON DE 6
13935,BOITE DE 50
13959,CARTON DE 1000
13960,CARTON DE 1000
14003,CARTON DE 1000
14004,CARTON DE 1000
14018,CARTON DE 6
14034,PIECE
14090,CARTON DE 12 PACKS
14133,PIECE
14156,PIECE
14178,CARTON DE 6
14179,CARTON DE 6
14181,CARTON DE 6
14182,CARTON DE 6
14184,CARTON DE 6
14215,PIECE
14231,PIECE
14322,CARTON DE 1000
14323,CARTON DE 1000
14358,PIECE
14361,CARTON DE 1500
14363,CARTON DE 1000
14364,CARTON DE 1000
14365,CARTON DE 1000
14373,CARTON DE 1000
14374,CARTON DE 1000
14375,CARTON DE 1000
14376,CARTON DE 1000
14377,CARTON DE 1000
14378,CARTON DE 1000
14443,PIECE
14453,CARTON DE 6
14467,PIECE
14492,PIECE
14503,CARTON DE 1000
14504,CARTON DE 1000
14524,CARTON DE 25
14535,CARTON DE 6
14589,PIECE
14604,BOITE DE 50
14623,PIECE
14633,CARTON DE 24 PAQUETS D'ETUIS
14647,CARTON DE 1000
14648,CARTON DE 1000
14649,CARTON DE 1000
14655,CARTON DE 100
14760,CARTON DE 1500
14793,CARTON DE 24 PAQUETS D'ETUIS
14806,BOITE DE 50
14811,PIECE
14833,CARTON DE 24 PAQUETS D'ETUIS
14847,CARTON DE 1000
14848,CARTON DE 1000
14849,CARTON DE 1000
14908,CARTON DE 1000
14948,CARTON DE 1000
15030,CARTON DE 1000
15031,CARTON DE 1000
15032,CARTON DE 1000
15033,CARTON DE 1000
15064,CARTON DE 25
15082,BOITE DE 25
15203,CARTON DE 100
15212,CARTON DE 1000
15213,CARTON DE 1000
15214,CARTON DE 1000
15215,CARTON DE 1000
15216,CARTON DE 1000
15217,CARTON DE 1000
15218,CARTON DE 1000
